kew_word,text_window,file,period,key_word,sentiment,confidence_score
Alemania,"el estruendo de las armas y con los feroces gritos de treinta años de horrores y de venganzas , habían desamparado el reino de Navarra , inmóvil en medio de la agitación intelectual en que bullían a la sazón Italia , España , Francia y Alemania . Los clérigos y monjes apenas conocían otro libro que su Breviario y cuando los primeros eran nombrados canónigos , y los segundos abades , principiaban su carrera literaria , y no se desdeñaban de oír esciencia en el estudio de Tolosa , o de París , alargándose algunos decretalistas a las universidades de Alemania . Ignórase que por aquel tiempo hubiese en Navarra más escuela que una de gramática en Sangüesa , con prohibición terminante de establecer otra en ningún pueblo de la merindad . La villa de Lumbier solicitó diez años antes el mismo privilegio , que le fue negado por la princesa doña Leonor , gobernadora del reino y lugar teniente de su padre . Como no todos eran abades , ni canónigos , para costear un viaje hasta Maguncia ; ni tenían estímulo y paciencia para escuchar el macarrónico latín del Dómine de Sangüesa , de presumir es que la lengua",SPA1025_NavarroVilloslada_DonaBlanca_annotated.xml,1840-1859,Alemania,Very Negative,0.6059147715568542
Alemania,"Luis se compara con el vicario , y 
				 dice que se siente humillado . Esto ha traído cierta amarga 
				 melancolía a su corazón ; pero Pepita , que sabe mucho , la disipa 
				 con sonrisas y cariño . Todo prospera en casa . Luis y yo tenemos 
				 unas candioteras que no las hay mejores en España , si prescindimos de 
				 Jerez . La cosecha de aceite ha sido este año soberbia . Podemos 
				 permitirnos todo género de lujos , y yo aconsejo a Luis y a Pepita que 
				 den un buen paseo por Alemania , Francia e Italia , no bien salga Pepita de su 
				 cuidado y se restablezca . Los chicos pueden , sin imprevisión ni locura , 
				 derrochar unos cuantos miles de duros en la expedición y 
				 traer muchos primores de libros , muebles y objetos de arte para adornar su 
				 vivienda . Hemos aguardado dos semanas , para que 
				 sea el bautizo el día mismo del primer aniversario de la boda . El 
				 niño es un sol de bonito y muy robusto . Yo he sido el padrino , y le 
				 hemos dado mi",SPA2017_JuanValera_PepitaJimenez_annotated.xml,1860-1879,Alemania,Very Positive,0.6002537608146667
Alemania,"mermaba de día en día . Cuando empezó el invierno tenía ya de menos algunos miles de duros ; mas esto no le impidió seguir gastando lindamente . Aurelia , que tal vez por indicación de su tío y curador , o por propias sospechas , creía saber de dónde procedía aquel dinero , andaba melancólica , recelosa . No podía menos de mirar a su hermano con ojos donde se reflejaba la pena , la lástima y la indignación también . Así continuaran las cosas hasta Carnaval . La duquesa de Requena había mejorado bastante en unos baños de Alemania , adonde su marido la había llevado . Desde que tenía hecho testamento a favor de su hijastra , éste la prodigaba extremados cuidados , sabiendo cuánto le importaba su vida . Los negocios del célebre especulador marchaban también prósperamente . La mina de Riosa se había comprado como él pretendía , al contado . Desde entonces , sordamente , había comenzado a hacer guerra a las acciones , vendiéndolas cada vez más baratas para depreciarlas . Llevaba buen camino para conseguirlo . En pocos meses habían bajado desde ciento veinte , a que se habían puesto poco después de",SPA3022_PalacioValdes_LaEspuma_annotated.xml,1880-1899,Alemania,Positive,0.5937510132789612
Alemania,"las almas de los que no existen ... -Entiendo , hija mia , entiendo , y no estraño vuestro afan en tan grave asunto . Dios os dé fortaleza en la adversidad . -Me la dará , padre mio , me la dará , porque yo imploraré de veras á ese árbrito supremo de todas las misericordias . Os equivocais empero al pensar que solo ocupa mi mente la idea de mi esposo y señor Luis Quijada : vuestras palabras acerca del paradero de vuestro desconocido penitente excitan fuertemente mis sospechas , y nunca olvidaré que , al partir para Alemania el noble alcaide de Villagarcía , me dejó depositaria de su jurisdiccion , con el cargo de administrar en su nombre recta justicia . -Yo es ayudaré , doña Magdalena , yo os ayudaré en lo que dependa de mi sagrado ministerio . -Así lo espero y no me prometo poco de vuestra virtud y prudencia . Ahora , padre mio , es justo que descanseis , despues de reparar vuestras fuerzas . Diciendo así doña Magdalena , cogió de un sitial un silbato de plata , que le servia regularmente para llamar á sus criados , lo acercó á",SPA1018_Andueza_DonFelipe_annotated.xml,1840-1859,Alemania,Very Negative,0.5936281085014343
Alemania,"más ni menos 
                                     que un timo ... -¡Un verdadero timo ! -repitieron en coro las amables señoritas de 
                                     Platavieja , rodeando al punto como enjambre de mariposas a los 
                                     dos diputados , jóvenes y solteros , con la idea sin duda de 
                                     pegarles alguno . Imposible fue ya continuar la plática ante aquellos testigos , y la 
                                     noche corrió lenta y aburrida , sin más incidentes . María 
                                     Valdivieso , que andaba de monos con su prima , procuraba bostezar 
                                     con fingido disimulo siempre que la miraba esta ; la embajadora 
                                     de Alemania cantó con notable falta de gracia una   balada 
                                      , que calificó la duquesa de   ladrido   , y 
                                     a las doce y cuarto , cuando Pedro López , después de tomar el té 
                                     y encerrar en sus bolsillos provisión de sandwichs suficiente 
                                     para toda la semana , comenzó a hacer el recuento para la crónica 
                                     de salones que publicaba   La Flor de Lis   todos 
                                     los sábados , sus ojos atónitos pudieron tan sólo contar bajo los 
                                     artesonados techos el número exiguo de catorce señoras : siete 
                                     pertenecían a",SPA3013_Coloma_Pequeneces_annotated.xml,1880-1899,Alemania,Very Positive,0.5913423895835876
Alemania,"ella más de dos amores ideales y platónicos ... 
 por escrito . Poseía , además , un álbum 
 de intimidades , ilustrado por muchas firmas desconocidas 
 y algunas notables , en que se contestaba a las consabidas 
 preguntillas : ¿ Cuál es vuestro color predilecto ? ¿ Y 
 la virtud predilecta ? ¿ Qué autor preferís ? , 
 etc. , etc. A una mujer que sabía , por ejemplo , que 
 a Litz le gustaban las trufas , y había llorado confidencialmente 
 con las penas ocultas de un poeta de la Joven Alemania , tenía 
 que parecerle poco hombre , aunque bien formado , el barítono 
 de la compañía de Mochi . El cual , acompañado 
 de Serafina y del barítono , entraba en el salón 
 cuando acababa de cantar una romanza italiana un aficionado 
 de la localidad , de oficio relojero , y tenor suprasensible , 

  como le llamaban los chuscos , porque cuando tenía 
 que subir a las notas más altas desaparecía 
 su voz , como si la llevasen en globo al quinto cielo , y no 
 se le oía por más",SPA3003_LeopoldoAlas_SuUnicoHijo_annotated.xml,1880-1899,Alemania,Neutral,0.5783681869506836
Alemania,", porque no sueña . Cárlos pasó toda la noche desvelado . En efecto , Cárlos Caballero pisaba á las dos en punto del siguiente dia los umbrales del gabinete que yá conocemos . Nada en su rostro demostró la agitacion que interiormente le dominaba y sólo por una distraccion , inconcebible en un elegante , conservó en su mano derecha , al entrar en tales sitios , un precioso baston de acero forrado de piel de Rusia , con puño de oro cincelado , verdadera maravilla de primor comprada por él mismo en uno de sus últimos viajes á Alemania . Estaba la Marquesa medio oculta y recostada en un confidente , cerca de la chimenea ; las puertas de cristales del invernadero hallábanse entornadas y toda claridad del dia era penumbra en aquel recinto que guardaban y defendian de la luz los misteriosos trasparentes . — Siéntese usted , Cárlos , — dijo doña María , tendiéndole su hermosa mano . — Y , sin abandonar su postura , le atrajo hacia sí con una suave presion , obligándole á tomar asiento , no á distancia , sino junto á ella y en el mismo mueble . La voz",SPA2018_LopezBago_LosAmores_annotated.xml,1860-1879,Alemania,Very Negative,0.5771948099136353
Alemania,", y el desaliento sucedió bien pronto en su angustiado corazon al débil rayo de luz que habia creido ver brillar para él , al considerarse abandonado de todos á su suerte . -¿Conque voy á morir por asesino ? esclamó dolorosamente y dejándose caer , mas bien que sentándose en el suelo . ¡ Maldito ermitaño ! ¡ Maldito dia aquel en que te hallé ! ¿ Quién fué el demonio , enemigo mortal de mi salvacion , que te inspiró la idea de venir á Castilla , para que nos encontrásemos los dos ? Vivieras y murieras en Alemania , como habias jurado al marcharte , y de ese modo no me hubieras obligado á quitarte la vida . En fin , lo hecho , hecho se está , como dice Diego , á quien el cielo favorece mas que á mí ... ¡ Ah ! gritó entonces dándose una palmada en la frente é incorporándose de pronto . ¡ Qué famosa idea acaba de ocurrirme ! Diego Martinez estaba aquí con los demás , y sin embargo se ha escapado sin saberse cómo ni por dónde ; de seguro que no habrá sido por la puerta , porque",SPA1018_Andueza_DonFelipe_annotated.xml,1840-1859,Alemania,Very Negative,0.5762797594070435
Alemania,"vuelvan a enganchar mi carruaje,—dijo a una doncella,—y dadme otro 
 abrigo más fuerte que el que he traído . Me quedaré esta noche en 
 palacio . Diez minutos después se alejaba la duquesa de su casa , y recostada en el 
 fondo de su coche , decía : — Es preciso que fray Manuel ignore que ha parecido mi hijo , porque de 
 otra manera alimentaria las esperanzas de esa huérfana a quien protege . 
 Si mi hijo sana , como creo , desde la casa donde está le haré emprender 
 un viaje para Alemania , y allí permanecerá con su hermano hasta que éste 
 regrese . Habrá pasado un año , y si aún persiste en la descabellada idea 
 de casarse con esa muchacha , veremos cómo se consigue que ella salga de 
 Madrid antes que él vuelva . Ahora diré a la reina lo que pasa , le haré 
 comprender que el fraile es la causa de todo , y ella me ayudará a 
 triunfar y a vengarme . Patiño hará mucho también , porque aborrece al 
 carmelita y ama a la reina . El coche siguió",SPA2013_OrtegaYFrias_ElDuende_annotated.xml,1860-1879,Alemania,Very Negative,0.5686542391777039
Alemania,"había acordado ? ¿ Y cómo podía haber obrado de otro modo Chamberlain si un embajador de Alemania le hubiera acusado de conculcar el derecho de gentes y las leyes internacionales , caso de haber protegido al doctor Jameson ? Chamberlain vio perdida su carrera política en caso de que se descubriera su complicidad en una conspiración filibustera . Ni Salisbury , su jefe , ni nadie , podía ayudarle en esa empresa que había realizado de propia cuenta , sin consultar con el jefe del Gobierno , jefe de su partido . Salisbury no podía declarar la guerra a Alemania para ocultar las culpas de un ministro que había conspirado sin consultarle . Chamberlain no podía tampoco quedar al descubierto con Salisbury y presentar la dimisión , porque eso hubiera sido arruinar su carrera política confesando más o menos implícitamente su deslealtad para con el jefe del partido y su crimen de conspiración . A Chamberlain no se le ofrecía más camino que el de la mentira . ... Y mintió , diciendo a Salisbury que él era ajeno a ese movimiento . ... Y redactó , para justificar la mentira , su famoso cablegrama al Alto Comisario . ...",SPA4017_Maetzu_LaGuerraDelTransvaal_annotated.xml,1900-1920,Alemania,Very Negative,0.5614305734634399
Alemania,"juvenil ambición ? Para nosotros es cierto que Felipe II no quería permitir que su hermano Don Juan se remontase más arriba de la esfera en que él le había colocado . Felipe II había prevenido a sus ministros en Italia que honrasen y sirviesen al señor Don Juan , pero que no le tratasen de alteza ni de palabra ni por escrito , que el título de excelencia era el que más podía darle , y les recomendaba no dijesen a nadie que habían recibido orden suya sobre esto . La misma prevención se hizo a los embajadores de Alemania , de Francia y de Inglaterra . Y el que así se mostraba receloso del dictado de alteza que daban a su hermano , es evidente que haría lo posible porque no llegase a decorarse con el de Majestad . » Mas no es necesario , a nuestro juicio , apelar a pasión tan baja como la envidia para explicarse en esta ocasión la conducta de Felipe II . Bastaba y sobraba con que los planes mejor o peor combinados , y las ambiciones justas o no justas de su hermano embarazasen la marcha de su complicada política para que",SPA4025_Coloma_Jeromin_annotated.xml,1900-1920,Alemania,Very Negative,0.5559176802635193
Alemania,"defendidas por el oscurantismo 
 de su época : sus aspiraciones no hallaron espacio 
 en que tender las alas , y su ambicion se estrelló 
 contra un imposible ... Muchos años necesitó 
 sin embargo para desalentarse ; mucho luchó antes de 
 confesarse vencido ; pero era hombre al fin , tenia el alma 
 de poeta ; alma delicada que al mas leve contacto se replegaba 
 estremecida como la sensitiva á quien el soplo del 
 viento obliga á cerrar el cáliz virginal de 
 sus delicadas hojas . Las intrigas áulicas mataron 
 en Alemania sus nobles deseos cuando con tanta justicia quiso 
 obtener la dignidad imperial : el fanatismo intolerante acogió 
 con recelosa frialdad la prodigiosas producciones de su ingenio ; 
 y las mas horribles decepciones , y el espíritu de 
 rebelion que fermentaba en todos los pechos , le impidieron 
 entregarse tranquilamente á sus filosóficas 
 meditaciones . La edad en tanto iba enfriando su alma , los 
 desengaños atrofiaron su corazon , la duda ocupó 
 en él el lugar de la esperanza , y el hastío 
 arrojó de su guarida al entusiasmo : entonces",SPA1015_Jover_LasAmarguras_annotated.xml,1840-1859,Alemania,Neutral,0.5534294247627258
Alemania,"numerario en nada podía remedíar 
 las penalidades de la época : las personas acomodadas 
 se resistian á cambiar sus escudos viejos por burgaleses 
 nuevos , y los empleados del fisco , siempre dispuestos á 
 abusar de la fuerza , cometian toda clase de atropellos so 
 pretesto de hacer respetar la ley . Disgustado en estremo 
 dejaron á D. Alonso tales nuevas y parecia que una 
 nube de tristeza posaba sobre su espaciosa frente : sus tesoros 
 habian quedado exhaustos durante el largo litigio que le 
 ocasionara su pretension al imperio de Alemania ; los recursos 
 del pueblo estaban agotados , la nueva acuñacion de 
 moneda , en vez de aliviar su angustiosa situacion habia rebelado 
 contra él todos los ánimos , y un sordo rumor 
 de descontento cundía por todas partes . ¿ Qué hacer ? ... 
 su razon , tan poderosa para resolver los mas intrincados 
 problemas de las ciencias conocidas en su tiempo , se estrellaba 
 en aquel escollo de dificultades materiales : su talento superior 
 habia entrevisto en lontananza los primeros destellos de 
 otra ciencia , que mas tarde debia",SPA1015_Jover_LasAmarguras_annotated.xml,1840-1859,Alemania,Very Negative,0.5488333702087402
Alemania,"su casa de Serosca , de honda paz , amiga del estudio . Todo le fue ofrecido a Carlota . Y la brava gallardía , el ímpetu y la nobleza del ingeniero , la promesa de una familia y la de los viajes a la dulce patria , derribaron los dorados alcázares de los sueños de gloria , y de tiple en ciernes pasó la cubanita a nuera de don Arcadio . Menos de lo que aquí se refiere contó   el hijo a sus padres . Es cierto que , por entonces , recibió Agustín aviso de ir a Alemania , y tal vez no hubo vagar para un detenido relato . No bien pasaron quince días de la llegada , salió el ingeniero de Serosca . A los tres meses volvió anunciando que había de ir a Bélgica . Regresó pronto , y sin apenas descanso , tuvo que partirse a Suiza . Este hombre cruzaba vertiginosamente toda Europa ; y en sus rápidos días de hogar no hablaba más que de sus viajes y construcciones . Parecía traer los rumores , la emoción delirante de los pueblos cosmopolitas , el fragor de las maquinarias , en cuyos recintos",SPA4012_MiroGabriel_ElAbueloDelRey_annotated.xml,1900-1920,Alemania,Positive,0.5460078716278076
Alemania,"Alonso el deceno , aumentando de 
 esta suerte la universal reputacion de que ya gozaba , pues 
 si bien el ser padrino en tan solemne ceremonial no conservaba 
 superioridad de dominio , conferia al menos preeminencia de 
 honor y obligacion de obsequio . Entre 
 los varones ilustres que desde la muerte de San Fernando 
 habian obtenido aquella distincion de nuestro Príncipe , 
 se contaban : Felipe , hijo del Emperador de Constantinopla ; 
 Boabdil , Rey de Granada ; el Marqués de Monferrat , 
 el Conde Rodulfo , príncipe heredero de Alemania ; D. 
 Gaston de Bearne y otros muchos Infantes que despues ocuparon 
 los primeros tronos de Europa , siendo el último de 
 todos el príncipe de Gales que ingresó en la 
 Orden , precisamente en la época á que nos referimos 
 en el presente capítulo . Magníficos 
 fueron los preparativos que dispuso D. Alonso para armar 
 caballero al hijo de su hermana Doña Leonor y del 
 Rey de Inglaterra , y además de la ostentacion con 
 que los ricos-hombres de Castilla obsequiaron al heredero 
 de Eduardo , se invirtieron en",SPA1015_Jover_LasAmarguras_annotated.xml,1840-1859,Alemania,Very Positive,0.5446304678916931
Alemania,"mi madre -continuó Fabián- , 
 era yo en Madrid lo que se suele llamar un hombre de moda . 
 Había estado cuatro años en un colegio , donde 
 aprendí idiomas , música , algunas matemáticas , 
 historia y literatura profanas , equitación , dibujo , 
 esgrima , gimnasia y otras cosas por el estilo ; en cambio 
 de las cuales olvidé casi por completo el latín 
 y la filosofía escolástica , de que era deudor 
 al viejo sacerdote . Había hecho un viaje de tres años 
 por Francia , Inglaterra , Alemania e Italia , deteniéndome 
 sobre todo en esta última nación a estudiar 
 el arte de la escultura , que siempre ha sido mi distracción 
 predilecta y en el que dicen alcancé algunos triunfos . 
 Había , en fin , regresado a España y dádome 
 a conocer en esta villa y corte como hombre bien vestido , 
 como temible duelista , como jinete consumado , como jugador 
 sereno , como decidor agudo y cruel ( cuyos sarcasmos contra 
 las flaquezas del prójimo corrían de boca en 
 boca ) , y como uno",SPA2004_Alarcon_ElEscandalo_annotated.xml,1860-1879,Alemania,Positive,0.542463481426239
Alemania,"siempre envuelta en los velos del positivismo , y se desenvolvía de su helado sudario al aspecto de tantas bellezas físicas é intelectuales y al calor del fuego sagrado del entusiasmo . — ¡ Se parece á su padre ! respondió Margarita dejando escapar un suspiro . — Permítame Vd. , señora , una pregunta , dijo Dolores á aquella joven madre . ¿ Hace ya mucho tiempo que perdió Vd. á su esposo ? — Hace cuatro años , señora . — ¿ Murió en París ? — Sí , señora : y yo hubiera partido al instante para Alemania , á no haber sido su expresa voluntad que se educase aquí su hijo : ¡ ah , señora ! ¡ solo el deber de cumplir este deseo supremo es lo que me hace permanecer aquí ! — ¿ Tiene Vd. aversión á París ? — ¿ Y cómo no tenérsela , si aquí los desengaños y las penas han cortado el hilo de la vida de mi esposo ? — ¿ Fué desgraciado ? — ¡ Mucho ! la envidia se ensañó con él , y ya que no pudieron cortar las alas á su genio , cortaron los",SPA2022_Sinues_ElAlmaEnferma_annotated.xml,1860-1879,Alemania,Very Positive,0.5316618084907532
Alemania,"el Emperador Guillermo , espera que el Gobierno de Su Majestad británica condenará , como es debido , ese acto de filibusterismo , pero por si fuere otra su actitud , tengo el honor de comunicar a Vuestra Excelencia que Su Majestad el Emperador Guillermo está firmemente decidido a proteger al gobierno de Pretoria contra cuantos ataques al derecho de gentes y a las leyes internacionales se hayan intentado o puedan intentarse . » El marqués de Salisbury , ajeno por completo a las conspiraciones de Mr . Chamberlain , pero comprendiendo la gravedad de las palabras del embajador de Alemania , se avistó inmediatamente con el ministro de las Colonias . Lo que pasó en esta conferencia no se sabe ; pero sí que al terminar , Chamberlain , aterrado , convulso , pálido como un muerto , redactó su famoso telegrama al Alto Comisario del Cabo , ordenándole que considerara como filibustero al doctor Jameson y a cuantos le ayudaran en su criminal empresa . Este telegrama fue el que motivó el de Cecil Rhodes . ¿ Y cómo no había de permitirse este último juzgar los actos de Chamberlain si éste era su cómplice y había faltado a",SPA4017_Maetzu_LaGuerraDelTransvaal_annotated.xml,1900-1920,Alemania,Very Positive,0.5310574173927307
