key_word,text_window,file,period,sentiment,confidence_score
Alemania,casi fiera que no carecía de la tosca grandeza de un Mario a la vez plebeyo y formidable que se dejase acariciar por afeminados patricios Un aplauso general acogió la declaración del antiguo revolucionario y Villamelón muy conmovido propuso un brindis en honor del rey Alfonso XII Apuráronse las copas y Fernandito tomando entonces la que había servido a Martínez dijo solemnemente -Esta copa tendrá con los años gran valor histórico Me entiende usted Martínez Permítame que la guarde Quiero legarla a mis hijos Y con su recuerdo histórico muy empuñado fue a ofrecer el brazo a la embajadora de Alemania para pasar al saloncito azul donde se acostumbraba a servir el café en aquellos días de gala Allí acabaron los triunfos el salón estaba vacío y por sus puertas abiertas veíase a la izquierda el otro salón amarillo y a la derecha el gran salón de baile que sólo se abría e iluminaba los viernes ambos desiertos En el primero divisábanse a lo lejos en un apartado rincón cuatro señores muy graves muy tiesos jugando al tresillo en el segundo reverberaban las luces en el brillante parquet de finísimas maderas enceradas y en los colosales espejos dando a todo aquel,SPA3013_Coloma_Pequeneces_annotated.xml,1880-1899,Very Positive,0.6612228155136108
Alemania,de Omaña Gruesas lágrimas resbalándose lentamente por las arrugadas mejillas del anciano bajaban a esconderse en el fondo de su canosa barba Detrás de la palabra personalmente entreveía el conde una terrible escena de violencia y sangre temblaba por él y por su hija por su hija por la dulce Elena por el ángel querido y puro que alegraba los postreros días de su vida Porque Diego de Omaña era el favorito del muy alto y poderoso señor don Íñigo Fernández de Velasco condestable de Castilla y co-regente del reino durante la ausencia del señor rey don Carlos V de Alemania y I de España Y era también el verdugo de la regencia el que había levantado los cadalsos de Valladolid y Rioseco para los bravos Comuneros de Castilla Sonaron las doce en el reloj de la catedral A los pocos momentos un pajecillo rubio y sonrosado anunciaba a don Rodrigo la llegada de don Diego de Omaña Contaba a la sazón el caballero treinta y seis años sus ojos eran pequeños y oblicuos su frente deprimida sus labios delgados y contraídos Era el tipo más perfecto de la bajeza de la osadía y de la astucia Hoy servía al condestable,SPA2010_MartínezDeVelasco_NocheDeVenganzas_annotated.xml,1860-1879,Very Negative,0.6367851495742798
Alemania,equitativa que con el tiempo dará buenos frutos He hecho mas señor Cardenal he estudiado sobre el terreno las operaciones del ejército enemigo que persigue al marqués del Vasto y os aseguro que estoy tranquilo -¿Tranquilo Señor -De todo punto He aquí la carta que escribo á mi augusto padre el emperador aconsejándole que en vez de proseguir la guerra sin descanso aproveche la primera coyuntura favorable para convocar una dicta en Wormes ó Ratisbona -¿Con qué objeto -Con el de tratar de los negocios de la religion y de las hostilidades contra el gran turco Los príncipes protestantes de Alemania se ligarán sin perder tiempo y esto liará que las tropas del Papa penetren en aquellos estados -¡Ah Ahora comprendo -Que mi plan se reduce á ahorrar en la contienda del imperio germánico sangre española á impedir por la cooperacion de la Iglesia los progresos de la heregía y á contener la audacia de Francisco en sus empresas contra nuestros ejércitos La presencia de un cuerpo de tropas del Papa amenazando á Ausgburgo deja libre á mi augusto padre para remediar el desastre de Cirinola y me evita el cruel sentimiento de enviar cincuenta mil españoles mas al sacrificio Al,SPA1018_Andueza_DonFelipe_annotated.xml,1840-1859,Positive,0.636756956577301
Alemania,sus respectivos apetitos Con estos augurios funestos dio principio la comida lenta y desanimada Villamelón con gravedad señoril y solemne aspecto embaulaba en silencio sin ocuparse gran cosa de la embajadora de Alemania y la duquesa de Bara que tenía a derecha e izquierda consultando a cada paso el menú impreso con vivos colores en apergaminada vitela al estilo de los antiguos misales de la Edad Media y no satisfecho con esto preguntando de cuando en cuando con sigilo prudentísimo al criado que le servía comido de todo Frente por frente estaba Currita teniendo a su derecha al embajador de Alemania y a su izquierda al excelentísimo señor don Juan Antonio Martínez buey Apis por otro nombre que olvidando con loable magnanimidad antiguos rencorcillos era a la sazón íntimo de la dama como sustituto del respetable Butrón en el cargo de Mentor del joven Telémaco Prodigábale Currita atenciones delicadísimas y hablábale a veces en voz baja con muestras de íntima confianza en una de estas mostróle rápidamente con ademán misterioso un pequeño objeto que había sobre la mesa Entre los mil primores y monerías que la adornaban veíanse ante el cubierto de cada caballero pequeños bouquets de violetas para el ojal,SPA3013_Coloma_Pequeneces_annotated.xml,1880-1899,Very Negative,0.6342340111732483
Alemania,Madrid á varios amigos para que gestionasen la suspensión de los citados ayuntamientos enemigos Mendoza y lo mismo los otros le contestaron que el presidente y el Ministro estaban conformes Sin embargo se pasaban los días y la orden no venía Otro asunto traían entre manos los de la Casiña que les preocupaba aunque no tanto como el anterior Era la carretera desde Serín á Agüeria que el vecindario de ambos puntos ansiaba que saliese á subasta Muchas veces se había gestionado por ambos bandos sin resultado últimamente el General les había prometido trabajar hasta conseguirlo pero su partida á Alemania frustró las esperanzas de los partidarios de D. Servando los cuales esperaban que el distrito les debiese á ellos el beneficio y no á los de la Casona Mas hete aquí que averiguan que éstos gestionan activamente en Madrid la subasta por medio de Corrales quien como ex-ministro y persona muy conocida en la política no dejaba de sostener buenas relaciones con los actuales ministros Entonces los de la Casiña se alarman y obligan á Miguel á poner en juego otra vez sus influencias para que de ningún modo se conceda el favor á Corrales y sí al candidato oficial,SPA3020_PalacioValdes_Maximina_annotated.xml,1880-1899,Neutral,0.6310951113700867
Alemania,Aun la habitaba su hermano Pedro el « Santo según le llamaban las gentes por su mucha austeridad y devoción Los patricios de Almina estas buenas familias enriquecidas con salazones que tanto hieden y las gentes humildes todos murmuraron de mí creyéndome culpable de amor Mi marido sabía mi pureza yo en cambio estaba enterada de sus vicios y como nunca nos quisimos aprovechamos gustosos esas pobres malicias y nos separamos también externamente Lambeth se trasladó al edificio de su despacho de naviero y almacenista Sólo le veía cuando visitaba a Julia y sólo estuvimos juntos durante dos viajes a Alemania Sospecho que me llevaba por convenirle presentarme en otros hogares de banqueros Un año permaneció Guillermo en Almina Tu padre tía Dulce Nombre todos los hermanos le solicitaban que se resignase ya a una vida quieta y recogida Negábase él riendo y trazando nueva peregrinación Le auguraban grandes males Todo me lo contaba Guillermo haciendo cariñoso remedo de los avisos de su hermana Dulce Nombre que le decía las mismas palabras que a ti Ay hijo esa alegría tuya ese no meditar nada no sé no sé quiera el Buen Angel Sí la misma lamentosa amonestación escuchaba Félix Que rara,SPA4002_MiroGabriel_LasCerezasDelCementerio_annotated.xml,1900-1920,Very Positive,0.6163372993469238
Alemania,Cataluña y Extremadura solo y libre para confinarse cuando hiere su gusto en su casa de Serosca de honda paz amiga del estudio Todo le fue ofrecido a Carlota Y la brava gallardía el ímpetu y la nobleza del ingeniero la promesa de una familia y la de los viajes a la dulce patria derribaron los dorados alcázares de los sueños de gloria y de tiple en ciernes pasó la cubanita a nuera de don Arcadio Menos de lo que aquí se refiere contó el hijo a sus padres Es cierto que por entonces recibió Agustín aviso de ir a Alemania y tal vez no hubo vagar para un detenido relato No bien pasaron quince días de la llegada salió el ingeniero de Serosca A los tres meses volvió anunciando que había de ir a Bélgica Regresó pronto y sin apenas descanso tuvo que partirse a Suiza Este hombre cruzaba vertiginosamente toda Europa y en sus rápidos días de hogar no hablaba más que de sus viajes y construcciones Parecía traer los rumores la emoción delirante de los pueblos cosmopolitas el fragor de las maquinarias en cuyos recintos cabía Serosca con su melancólico castillo roquero Veía don Arcadio que Agustín se,SPA4012_MiroGabriel_ElAbueloDelRey_annotated.xml,1900-1920,Very Positive,0.5904546976089478
Alemania,abuelos usted y mamá a ella es a quien debo más en este mundo -Y hasta dónde llegan tus apuntes de Historia de España -Si tiene usted la amabilidad de escuchar su lectura lo sabrá inmediatamente -La oiré con sumo gusto La niña fue a buscar su cuaderno y leyó lo siguiente Dominación de la casa de Austria Habiendo muerto don Fernando el Católico y hallándose su hija doña Juana privada de razón como se ha dicho anteriormente fue llamado al trono Carlos I de España que más tarde a la muerte de su abuelo paterno fue jurado emperador de Alemania en donde fue el quinto de su nombre El primer monarca de la casa de Austria a quien llamaron el César encontró a España en el apogeo de su grandeza y poderío nunca antes ni después ha sido tan extenso el dominio de los reyes de España en términos de que era axioma vulgar que nunca se ponía el sol en sus Estados Algunas contradicciones encontró el joven don Carlos en los primeros años de su reinado siendo el primero con que tuvo que luchar la incontrastable energía del cardenal Cisneros Habiendo enviado desde Alemania a su preceptor Adriano Deán,SPA3028_PascualDeSanjuan_Flora_annotated.xml,1880-1899,Very Positive,0.5865767002105713
Alemania,sólo conocía de oídas y tomaba en su imaginación proporciones gigantescas Era una gran raza aquella de los Quijada con cuatro siglos de nobleza sostenida de generación en generación en los campos de batalla hasta llegar a la presente que no había derramado con menos gloria su sangre Pedro Quijada el mayor de los hermanos de Luis muerto en Túnez al lado del emperador de un arcabuzazo Juan Quijada el menor muerto en Terouanne peleando por Castilla y Luis el único que restaba herido también en la Goleta héroe de Hezdín compañero inseparable del emperador en África en Flandes en Alemania en Italia sirviéndole con la misma lealtad durante treinta y cinco años Holgaba el muchacho de representarse aquella pareja formidable por sus hazañas deslumbradora por su gloria como tantas veces se la había pintado Juan Galarza en la batalla de Landresies donde también peleó el escudero El emperador entregó a Luis Quijada su bandera y poniéndose luego el yelmo dijo al escuadrón de su corte Que ya era llegado su día y que peleasen por esto como caballeros honrados y que si viesen caído su caballo y su estandarte que llevaba Luis Méndez de Quijada que levantasen primero el pendón,SPA4025_Coloma_Jeromin_annotated.xml,1900-1920,Very Positive,0.5753821730613708
Alemania,su afán de jugar saltar levantarse de noche en camisa para dar sustos a las criadas correr por la casa y volverse al calor del lecho palpitante de emoción y voluptuosidad jaranera eran un contraste una antítesis decía ella de su exquisita sensibilidad del clair de lune que llevaba en el alma Bueno peor para los necios que no eran capaces de entender estas contradicciones Era católica como su padre y afectaba haber escogido la manera devota de las españolas como la fórmula que ella había soñado como si su alma hubiese sido española en religión antes de aparecer en Alemania Una nota nueva sin embargo tenía en su opinión su religiosidad la nota artística que no encontraba en la dama española Marta entusiasta de El Genio del Cristianismo lo entendía a su modo lo mezclaba con el romanticismo gótico de sus poetas y novelistas alemanes y después todo junto lo barnizaba con los cien colorines de sus aficiones a las artes decorativas y del prurito pictórico Aunque enamorada de la música amaba el color por el color y daba suma importancia al azul de la Concepción y al castaño oscuro de Nuestra Señora del Carmen hablaba ya de la capilla,SPA3003_LeopoldoAlas_SuUnicoHijo_annotated.xml,1880-1899,Very Negative,0.5729864239692688
Alemania,Casi se les tomaba por vecinos y Julio y Gaetano ya discutían en el Casino aunque con cierta discreción y medida todas las candentes cuestiones de interés local En cuanto a Serafina era la gala de los paseos y los vecinos la mostraban a los forasteros como una de las maravillas indígenas También tendía a aclimatarse y aun con raíces más hondas la familia Körner que quería fincar en aquella ciudad uniendo su nombre a la causa de la industria que con tanto calor defendían los periódicos de intereses morales y materiales de la localidad Körner hizo un viaje a Alemania por cuenta de la nueva Sociedad de Productos Químicos para traer todas las noticias y encargar todo el material necesario para la fábrica cuya construcción y explotación debía de dirigir él mismo En cuanto a pagar todos estos gastos ya se sabía el mermado caudal de la abogada Valcárcel corría con todos los desembolsos o con casi todos pues por disimular también en este negocio se ofrecieron acciones a unos cuantos amigos y parientes Ello fue que el capital de Emma se vio tan seriamente comprometido en las aventuras químico-industriales como diría Körner que Nepomuceno autor de semejante desafuero se,SPA3003_LeopoldoAlas_SuUnicoHijo_annotated.xml,1880-1899,Positive,0.5689454674720764
Alemania,declarando filibustero al pobre Jameson en lugar de ayudarle como se había acordado Y cómo podía haber obrado de otro modo Chamberlain si un embajador de Alemania le hubiera acusado de conculcar el derecho de gentes y las leyes internacionales caso de haber protegido al doctor Jameson Chamberlain vio perdida su carrera política en caso de que se descubriera su complicidad en una conspiración filibustera Ni Salisbury su jefe ni nadie podía ayudarle en esa empresa que había realizado de propia cuenta sin consultar con el jefe del Gobierno jefe de su partido Salisbury no podía declarar la guerra a Alemania para ocultar las culpas de un ministro que había conspirado sin consultarle Chamberlain no podía tampoco quedar al descubierto con Salisbury y presentar la dimisión porque eso hubiera sido arruinar su carrera política confesando más o menos implícitamente su deslealtad para con el jefe del partido y su crimen de conspiración A Chamberlain no se le ofrecía más camino que el de la mentira Y mintió diciendo a Salisbury que él era ajeno a ese movimiento Y redactó para justificar la mentira su famoso cablegrama al Alto Comisario Y al mentir por primera vez todos sus actos han sido una,SPA4017_Maetzu_LaGuerraDelTransvaal_annotated.xml,1900-1920,Very Negative,0.5660828948020935
Alemania,con sus confesiones epistolares y más de un escritor se animó en consideración a la buena moza que envolvía aquel espíritu repugnante a entablar correspondencia y así tuvo ella más de dos amores ideales y platónicos por escrito Poseía además un álbum de intimidades ilustrado por muchas firmas desconocidas y algunas notables en que se contestaba a las consabidas preguntillas Cuál es vuestro color predilecto Y la virtud predilecta Qué autor preferís A una mujer que sabía por ejemplo que a Litz le gustaban las trufas y había llorado confidencialmente con las penas ocultas de un poeta de la Joven Alemania tenía que parecerle poco hombre aunque bien formado el barítono de la compañía de Mochi El cual acompañado de Serafina y del barítono entraba en el salón cuando acababa de cantar una romanza italiana un aficionado de la localidad de oficio relojero y tenor suprasensible como le llamaban los chuscos porque cuando tenía que subir a las notas más altas desaparecía su voz como si la llevasen en globo al quinto cielo y no se le oía por más que gesticulaba parecía estar hablando desde muy lejos desde donde podía ser visto pero no oído Aún se reía el público,SPA3003_LeopoldoAlas_SuUnicoHijo_annotated.xml,1880-1899,Very Positive,0.5564357042312622
Alemania,prosiguió diciendo -Segunda que al despedirse Cánovas me entregó este proyecto de tratado secreto con Alemania -y golpeaba los papeles que tenía delante- y necesito para estudiarlo tiempo y soledad Quedóse tamañito el señor Pulido ante el perfil de perro dogo de Bismarck que las palabras del diplomático evocaban sobre la mesa y comprendiendo que se le recordaba con aquel elegante giro que el undécimo mandamiento de la ley de Dios es no estorbar despidióse esta vez con el dedo índice muy plegadito medrosico y esperanzado mas no sin echar antes una ojeada furtiva al proyecto de tratado secreto con Alemania que la extendida mano del diplomático parecía proteger contra todo amago de curiosidad Algo atisbó sin embargo que vino a despertarle la sospecha de que el tal proyecto de tratado secreto no era precisamente con el Gobierno alemán sino con la repostería de Lhardy poderosa potencia gastronómica de la Carrera de San Jerónimo entre los peludos dedos del diplomático asomaba por una esquinita la viñeta de las cuentas del célebre Emilio Mas no era el señor Pulido hombre que una vez puesto en la pista retrocediese ante ningún peligro ni reparo fuese pues derecho a casa de Lhardy y preguntóle,SPA3013_Coloma_Pequeneces_annotated.xml,1880-1899,Very Negative,0.5514131784439087
Alemania,inglesas encargando obras especiales y escribiendo dos o tres artículos en que lo resumía y exponía con bastante claridad publicados en los periódicos y que le valieron ser citado como una gloria del cuerpo Por más señas que entonces fue cuando se le chamuscó la cara probando pólvora y se le metieron unos cuantos granos en la mejilla Ocurriole la idea de gestionar que le diesen una comisión para el extranjero lo consiguió viajó por Francia Alemania Inglaterra países que él creía cifra y compendio de la civilización posible Al pronto impresión pesimista Francia era una gran tienda de modas Alemania un vasto cuartel Inglaterra un país de egoístas brutales y de hipócritas ñoños Pero al regresar a España al notar el dulce temblor que sólo las almas de cántaro pueden no sentir en el punto de hollar otra vez tierra patria mudó de opinión sin saber por qué echó de menos el oxigenado aire francés y le pareció entrar en una casa venida a menos en una comarca semi-salvaje donde era postiza y exótica y prestada la exigua cultura los adelantos y la forma del vivir moderno donde el tren corría más triste y lánguido donde la gente echaba de,SPA3005_PardoBazan_LaMadreNaturaleza_annotated.xml,1880-1899,Positive,0.5439401865005493
Alemania,parte á nadie conozco aquí y solo iré alguna vez á casa de mi hermana Algunas lágrimas cayeron de los azules ojos del aya y su semblante expresó un agudo dolor Yo creí que era Vd. sola observó Dolores así me lo habían dicho Señora respondió el aya tengo una hermana mi madre estuvo casada en primeras nupcias con un inglés y de este matrimonio nací yo casó después con un alemán y tuvo otra hija de este nuevo enlace su segundo esposo murió muy pronto y la niña que dejó fué recogida por sus abuelos paternos y criada en Alemania donde se casó yo seguí al lado de mi madre con ella volví á Londres y con ella viví hasta que Dios se dignó llamarla á sí mi hermana vino a Paris con su esposo que perdió también la vida quedándose sola en la tierra para amparo de sus dos hijos Pobre Margarita Dios sabe que si sufro en el mundo es solo por ella y por sus niños Que dice Vd. se llama Margarita preguntó admirada la señora de Benavente Ese es su nombre Cómo era el de su esposo Frantz Warner Conozco á esa noble joven dijo Dolores,SPA2022_Sinues_ElAlmaEnferma_annotated.xml,1860-1879,Very Negative,0.5431360602378845
Alemania,será advertir a nuestros lectores que espantadas las letras con el estruendo de las armas y con los feroces gritos de treinta años de horrores y de venganzas habían desamparado el reino de Navarra inmóvil en medio de la agitación intelectual en que bullían a la sazón Italia España Francia y Alemania Los clérigos y monjes apenas conocían otro libro que su Breviario y cuando los primeros eran nombrados canónigos y los segundos abades principiaban su carrera literaria y no se desdeñaban de oír esciencia en el estudio de Tolosa o de París alargándose algunos decretalistas a las universidades de Alemania Ignórase que por aquel tiempo hubiese en Navarra más escuela que una de gramática en Sangüesa con prohibición terminante de establecer otra en ningún pueblo de la merindad La villa de Lumbier solicitó diez años antes el mismo privilegio que le fue negado por la princesa doña Leonor gobernadora del reino y lugar teniente de su padre Como no todos eran abades ni canónigos para costear un viaje hasta Maguncia ni tenían estímulo y paciencia para escuchar el macarrónico latín del Dómine de Sangüesa de presumir es que la lengua del Lacio no sería muy familiar a los hijos del,SPA1025_NavarroVilloslada_DonaBlanca_annotated.xml,1840-1859,Very Negative,0.5404470562934875
